"","hour","valid_speed_count"
"527",2024-01-22,141
"528",2024-01-22,128
"529",2024-01-23,58
"530",2024-01-23,59
"531",2024-01-23,143
"532",2024-01-23,415
"533",2024-01-23,1390
"534",2024-01-23,1995
"535",2024-01-23,2521
"536",2024-01-23,2663
"537",2024-01-23,2505
"538",2024-01-23,2245
"539",2024-01-23,2293
"540",2024-01-23,2311
"541",2024-01-23,2530
"542",2024-01-23,2468
"543",2024-01-23,2683
"544",2024-01-23,2586
"545",2024-01-23,2259
"546",2024-01-23,1520
"547",2024-01-23,1069
"548",2024-01-23,656
"549",2024-01-23,373
"550",2024-01-23,283
"551",2024-01-23,155
"552",2024-01-23,103
"553",2024-01-24,87
"554",2024-01-24,77
"555",2024-01-24,100
"556",2024-01-24,440
"557",2024-01-24,1579
"558",2024-01-24,2428
"559",2024-01-24,2788
"560",2024-01-24,2676
"561",2024-01-24,2242
"562",2024-01-24,2274
"563",2024-01-24,2297
"564",2024-01-24,1985
"565",2024-01-24,1752
"566",2024-01-24,2319
"567",2024-01-24,2379
"568",2024-01-24,2603
"569",2024-01-24,2226
"570",2024-01-24,1665
"571",2024-01-24,1048
"572",2024-01-24,691
"573",2024-01-24,419
"574",2024-01-24,254
"575",2024-01-24,136
"576",2024-01-24,102
"577",2024-01-25,76
"578",2024-01-25,92
"579",2024-01-25,137
"580",2024-01-25,438
"581",2024-01-25,1564
"582",2024-01-25,2344
"583",2024-01-25,2644
"584",2024-01-25,2509
"585",2024-01-25,2460
"586",2024-01-25,2117
"587",2024-01-25,2065
"588",2024-01-25,1900
"589",2024-01-25,1929
"590",2024-01-25,2233
"591",2024-01-25,2655
"592",2024-01-25,2683
"593",2024-01-25,2284
"594",2024-01-25,1632
"595",2024-01-25,1134
"596",2024-01-25,752
"597",2024-01-25,403
"598",2024-01-25,324
"599",2024-01-25,172
"600",2024-01-25,99
"601",2024-01-26,75
"602",2024-01-26,105
"603",2024-01-26,155
"604",2024-01-26,435
"605",2024-01-26,1443
"606",2024-01-26,1890
"607",2024-01-26,2436
"608",2024-01-26,2576
"609",2024-01-26,2400
"610",2024-01-26,2283
"611",2024-01-26,2424
"612",2024-01-26,2641
"613",2024-01-26,2901
"614",2024-01-26,2916
"615",2024-01-26,3029
"616",2024-01-26,2418
"617",2024-01-26,2143
"618",2024-01-26,1753
"619",2024-01-26,1135
"620",2024-01-26,894
"621",2024-01-26,552
"622",2024-01-26,474
"623",2024-01-26,266
"624",2024-01-26,196
"625",2024-01-27,142
"626",2024-01-27,165
"627",2024-01-27,113
"628",2024-01-27,227
"629",2024-01-27,563
"630",2024-01-27,714
"631",2024-01-27,880
"632",2024-01-27,1192
"633",2024-01-27,1653
"634",2024-01-27,1794
"635",2024-01-27,1751
"636",2024-01-27,1577
"637",2024-01-27,1699
"638",2024-01-27,1735
"639",2024-01-27,1504
"640",2024-01-27,2009
"641",2024-01-27,2181
"642",2024-01-27,1653
"643",2024-01-27,1090
"644",2024-01-27,702
"645",2024-01-27,454
"646",2024-01-27,363
"647",2024-01-27,193
"648",2024-01-27,209
"649",2024-01-28,144
"650",2024-01-28,119
"651",2024-01-28,77
"652",2024-01-28,137
"653",2024-01-28,345
"654",2024-01-28,302
"655",2024-01-28,473
"656",2024-01-28,651
"657",2024-01-28,1061
"658",2024-01-28,1189
"659",2024-01-28,1261
"660",2024-01-28,1304
"661",2024-01-28,1515
"662",2024-01-28,1586
"663",2024-01-28,1489
"664",2024-01-28,2084
"665",2024-01-28,2010
"666",2024-01-28,1543
"667",2024-01-28,1042
"668",2024-01-28,609
"669",2024-01-28,433
"670",2024-01-28,235
"671",2024-01-28,132
"672",2024-01-28,126
"673",2024-01-29,125
"674",2024-01-29,125
"675",2024-01-29,183
"676",2024-01-29,426
"677",2024-01-29,1354
"678",2024-01-29,2270
"679",2024-01-29,2680
"680",2024-01-29,2833
"681",2024-01-29,2441
"682",2024-01-29,2607
"683",2024-01-29,2296
"684",2024-01-29,2421
"685",2024-01-29,2476
"686",2024-01-29,2596
"687",2024-01-29,2808
"688",2024-01-29,2465
"689",2024-01-29,2037
"690",2024-01-29,1476
"691",2024-01-29,883
"692",2024-01-29,518
"693",2024-01-29,294
"694",2024-01-29,223
"695",2024-01-29,126
"696",2024-01-29,84
"697",2024-01-30,58
"698",2024-01-30,70
"699",2024-01-30,120
"700",2024-01-30,385
"701",2024-01-30,1204
"702",2024-01-30,1999
"703",2024-01-30,1676
"704",2024-01-30,2670
"705",2024-01-30,2445
"706",2024-01-30,2311
"707",2024-01-30,2432
"708",2024-01-30,2352
"709",2024-01-30,2333
"710",2024-01-30,2742
"711",2024-01-30,2747
"712",2024-01-30,2461
"713",2024-01-30,1884
"714",2024-01-30,1414
"715",2024-01-30,926
"716",2024-01-30,588
"717",2024-01-30,323
"718",2024-01-30,253
"719",2024-01-30,145
"720",2024-01-30,101
"721",2024-01-31,83
"722",2024-01-31,66
"723",2024-01-31,165
"724",2024-01-31,415
"725",2024-01-31,1370
"726",2024-01-31,2164
"727",2024-01-31,2429
"728",2024-01-31,2593
"729",2024-01-31,2402
"730",2024-01-31,2354
"731",2024-01-31,2273
"732",2024-01-31,2356
"733",2024-01-31,2565
"734",2024-01-31,2765
"735",2024-01-31,2674
"736",2024-01-31,2626
"737",2024-01-31,1929
"738",2024-01-31,1426
"739",2024-01-31,947
"740",2024-01-31,608
"741",2024-01-31,422
"742",2024-01-31,240
"743",2024-01-31,117
"744",2024-01-31,58
"745",2024-02-01,57
"746",2024-02-01,68
"747",2024-02-01,119
"748",2024-02-01,350
"749",2024-02-01,1407
"750",2024-02-01,2216
"751",2024-02-01,2579
"752",2024-02-01,2631
"753",2024-02-01,2270
"754",2024-02-01,2198
"755",2024-02-01,2282
"756",2024-02-01,2288
"757",2024-02-01,2291
"758",2024-02-01,2415
"759",2024-02-01,2694
"760",2024-02-01,2646
"761",2024-02-01,2106
"762",2024-02-01,1743
"763",2024-02-01,1089
"764",2024-02-01,698
"765",2024-02-01,478
"766",2024-02-01,341
"767",2024-02-01,164
"768",2024-02-01,118
"769",2024-02-02,66
"770",2024-02-02,96
"771",2024-02-02,151
"772",2024-02-02,397
"773",2024-02-02,1437
"774",2024-02-02,2089
"775",2024-02-02,2482
"776",2024-02-02,2477
"777",2024-02-02,2553
"778",2024-02-02,2624
"779",2024-02-02,2524
"780",2024-02-02,2605
"781",2024-02-02,2760
"782",2024-02-02,2866
"783",2024-02-02,3011
"784",2024-02-02,2855
"785",2024-02-02,2333
"786",2024-02-02,1934
"787",2024-02-02,1236
"788",2024-02-02,848
"789",2024-02-02,561
"790",2024-02-02,464
"791",2024-02-02,260
"792",2024-02-02,209
"793",2024-02-03,150
"794",2024-02-03,130
"795",2024-02-03,108
"796",2024-02-03,236
"797",2024-02-03,519
"798",2024-02-03,607
"799",2024-02-03,778
"800",2024-02-03,1175
"801",2024-02-03,1591
"802",2024-02-03,1889
"803",2024-02-03,1495
"804",2024-02-03,1981
"805",2024-02-03,2147
"806",2024-02-03,2193
"807",2024-02-03,2108
"808",2024-02-03,2014
"809",2024-02-03,1884
"810",2024-02-03,1557
"811",2024-02-03,898
"812",2024-02-03,660
"813",2024-02-03,388
"814",2024-02-03,311
"815",2024-02-03,259
"816",2024-02-03,193
"817",2024-02-04,144
"818",2024-02-04,137
"819",2024-02-04,90
"820",2024-02-04,179
"821",2024-02-04,370
"822",2024-02-04,373
"823",2024-02-04,500
"824",2024-02-04,661
"825",2024-02-04,1040
"826",2024-02-04,1344
"827",2024-02-04,1541
"828",2024-02-04,1757
"829",2024-02-04,1851
"830",2024-02-04,2027
"831",2024-02-04,2047
"832",2024-02-04,2123
"833",2024-02-04,1907
"834",2024-02-04,1496
"835",2024-02-04,803
"836",2024-02-04,708
"837",2024-02-04,384
"838",2024-02-04,256
"839",2024-02-04,164
"840",2024-02-04,137
"841",2024-02-05,120
"842",2024-02-05,172
"843",2024-02-05,195
"844",2024-02-05,549
"845",2024-02-05,1700
"846",2024-02-05,2606
"847",2024-02-05,2885
"848",2024-02-05,2777
"849",2024-02-05,2414
"850",2024-02-05,2324
"851",2024-02-05,2335
"852",2024-02-05,2308
"853",2024-02-05,2276
"854",2024-02-05,2234
"855",2024-02-05,2572
"856",2024-02-05,2534
"857",2024-02-05,2053
"858",2024-02-05,1569
"859",2024-02-05,941
"860",2024-02-05,623
"861",2024-02-05,366
"862",2024-02-05,277
"863",2024-02-05,134
"864",2024-02-05,87
"865",2024-02-06,73
"866",2024-02-06,87
"867",2024-02-06,134
"868",2024-02-06,424
"869",2024-02-06,1629
"870",2024-02-06,2453
"871",2024-02-06,2767
"872",2024-02-06,2809
"873",2024-02-06,2531
"874",2024-02-06,2399
"875",2024-02-06,2426
"876",2024-02-06,2250
"877",2024-02-06,2444
"878",2024-02-06,2764
"879",2024-02-06,2912
"880",2024-02-06,2481
"881",2024-02-06,2002
"882",2024-02-06,1643
"883",2024-02-06,946
"884",2024-02-06,662
"885",2024-02-06,388
"886",2024-02-06,276
"887",2024-02-06,151
"888",2024-02-06,122
"889",2024-02-07,103
"890",2024-02-07,90
"891",2024-02-07,150
"892",2024-02-07,448
"893",2024-02-07,1607
"894",2024-02-07,2461
"895",2024-02-07,2659
"896",2024-02-07,2546
"897",2024-02-07,2230
"898",2024-02-07,2186
"899",2024-02-07,2192
"900",2024-02-07,2436
"901",2024-02-07,2483
"902",2024-02-07,2874
"903",2024-02-07,2931
"904",2024-02-07,2569
"905",2024-02-07,2199
"906",2024-02-07,1546
"907",2024-02-07,1107
"908",2024-02-07,700
"909",2024-02-07,498
"910",2024-02-07,274
"911",2024-02-07,106
"912",2024-02-07,98
"913",2024-02-08,78
"914",2024-02-08,104
"915",2024-02-08,89
"916",2024-02-08,384
"917",2024-02-08,1525
"918",2024-02-08,2455
"919",2024-02-08,2753
"920",2024-02-08,2813
"921",2024-02-08,2518
"922",2024-02-08,2505
"923",2024-02-08,2392
"924",2024-02-08,2436
"925",2024-02-08,2574
"926",2024-02-08,2837
"927",2024-02-08,2986
"928",2024-02-08,2575
"929",2024-02-08,2165
"930",2024-02-08,1653
"931",2024-02-08,1092
"932",2024-02-08,765
"933",2024-02-08,450
"934",2024-02-08,320
"935",2024-02-08,205
"936",2024-02-08,138
"937",2024-02-09,98
"938",2024-02-09,109
"939",2024-02-09,155
"940",2024-02-09,436
"941",2024-02-09,1525
"942",2024-02-09,2309
"943",2024-02-09,2555
"944",2024-02-09,2600
"945",2024-02-09,2490
"946",2024-02-09,2516
"947",2024-02-09,2461
"948",2024-02-09,2618
"949",2024-02-09,2804
"950",2024-02-09,3047
"951",2024-02-09,3063
"952",2024-02-09,2723
"953",2024-02-09,2523
"954",2024-02-09,1955
"955",2024-02-09,1310
"956",2024-02-09,859
"957",2024-02-09,623
"958",2024-02-09,479
"959",2024-02-09,294
"960",2024-02-09,234
"961",2024-02-10,173
"962",2024-02-10,136
"963",2024-02-10,133
"964",2024-02-10,224
"965",2024-02-10,515
"966",2024-02-10,724
"967",2024-02-10,969
"968",2024-02-10,1225
"969",2024-02-10,1682
"970",2024-02-10,1954
"971",2024-02-10,1974
"972",2024-02-10,2268
"973",2024-02-10,2297
"974",2024-02-10,2473
"975",2024-02-10,2293
"976",2024-02-10,2201
"977",2024-02-10,2131
"978",2024-02-10,1900
"979",2024-02-10,1181
"980",2024-02-10,795
"981",2024-02-10,455
"982",2024-02-10,405
"983",2024-02-10,249
"984",2024-02-10,282
"985",2024-02-11,203
"986",2024-02-11,153
"987",2024-02-11,118
"988",2024-02-11,171
"989",2024-02-11,377
"990",2024-02-11,423
"991",2024-02-11,533
"992",2024-02-11,720
"993",2024-02-11,942
"994",2024-02-11,1296
"995",2024-02-11,1425
"996",2024-02-11,1627
"997",2024-02-11,1993
"998",2024-02-11,2163
"999",2024-02-11,1901
"1000",2024-02-11,1858
"1001",2024-02-11,1875
"1002",2024-02-11,1501
"1003",2024-02-11,969
"1004",2024-02-11,664
"1005",2024-02-11,388
"1006",2024-02-11,271
"1007",2024-02-11,193
"1008",2024-02-11,117
"1009",2024-02-12,117
"1010",2024-02-12,132
"1011",2024-02-12,216
"1012",2024-02-12,520
"1013",2024-02-12,1729
"1014",2024-02-12,2550
"1015",2024-02-12,2796
"1016",2024-02-12,2773
"1017",2024-02-12,2482
"1018",2024-02-12,2545
"1019",2024-02-12,2438
"1020",2024-02-12,2405
"1021",2024-02-12,2405
"1022",2024-02-12,2800
"1023",2024-02-12,2703
"1024",2024-02-12,2631
"1025",2024-02-12,2158
"1026",2024-02-12,1526
"1027",2024-02-12,922
"1028",2024-02-12,724
"1029",2024-02-12,427
"1030",2024-02-12,275
"1031",2024-02-12,155
"1032",2024-02-12,106
"1033",2024-02-13,77
"1034",2024-02-13,75
"1035",2024-02-13,159
"1036",2024-02-13,425
"1037",2024-02-13,1667
"1038",2024-02-13,2482
"1039",2024-02-13,2794
"1040",2024-02-13,2835
"1041",2024-02-13,2543
"1042",2024-02-13,2445
"1043",2024-02-13,2291
"1044",2024-02-13,2241
"1045",2024-02-13,2313
"1046",2024-02-13,2729
"1047",2024-02-13,2926
"1048",2024-02-13,2633
"1049",2024-02-13,2274
"1050",2024-02-13,1644
"1051",2024-02-13,1189
"1052",2024-02-13,720
"1053",2024-02-13,381
"1054",2024-02-13,303
"1055",2024-02-13,166
"1056",2024-02-13,96
"1057",2024-02-14,91
"1058",2024-02-14,97
"1059",2024-02-14,144
"1060",2024-02-14,435
"1061",2024-02-14,1567
"1062",2024-02-14,2490
"1063",2024-02-14,2731
"1064",2024-02-14,2804
"1065",2024-02-14,2708
"1066",2024-02-14,2504
"1067",2024-02-14,2528
"1068",2024-02-14,2620
"1069",2024-02-14,2721
"1070",2024-02-14,3034
"1071",2024-02-14,3176
"1072",2024-02-14,2827
"1073",2024-02-14,2373
"1074",2024-02-14,1831
"1075",2024-02-14,1231
"1076",2024-02-14,747
"1077",2024-02-14,448
"1078",2024-02-14,337
"1079",2024-02-14,156
"1080",2024-02-14,122
"1081",2024-02-15,108
"1082",2024-02-15,85
"1083",2024-02-15,174
"1084",2024-02-15,389
"1085",2024-02-15,1646
"1086",2024-02-15,2477
"1087",2024-02-15,2771
"1088",2024-02-15,2727
"1089",2024-02-15,2541
"1090",2024-02-15,2534
"1091",2024-02-15,2432
"1092",2024-02-15,2490
"1093",2024-02-15,2707
"1094",2024-02-15,2956
"1095",2024-02-15,2957
"1096",2024-02-15,2721
"1097",2024-02-15,2282
"1098",2024-02-15,1776
"1099",2024-02-15,1083
"1100",2024-02-15,752
"1101",2024-02-15,378
"1102",2024-02-15,368
"1103",2024-02-15,138
"1104",2024-02-15,134
